node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11
0.0161373980541865,0.00290773327246475,0.0152045467314612,0.00868300679942582,0.00330065753890029,0.012925069990549,0.00352281456523186,0.0019808433464477,0.0208553910441756,7.8792720428108e-05,0
0.013956644411787,0.00621079501708742,0.021449789436602,0.00862762536262703,0.00396078904668034,0.00492858289199165,0.00162294263321067,0.00499416909098957,0.0086847114604603,0.0019855765547883,0
0.0272757144954815,0.00893364344926137,0.0291489249366284,0.0104648965045317,0.00409281534823636,0.0139107865689474,0.003847403091874,0.00727188847332945,0.0225923333362677,0.000475908031385767,0
0.0630856604557184,0.00952652743715547,0.0934134835376018,0.0228788471118519,0.00411922060854756,0.0492313628987678,0.00616036296925802,0.00723349028389366,0.133610807460053,0.0148119108329047,0
0.0555395542658911,0.0178006730953793,0.0174147580233748,0.0191281124963243,0.00642888272027106,0.0300060575055575,0.0124073436337915,0.00722890305599497,0.0226294134258118,0.00980131006840258,0
0.0532394244979832,0.0785788363933708,0.0296012616383575,0.0343146046991629,0.00199501246882793,0.00110108350625099,0.0119850272756969,0.0138430545222648,0.0371541424693001,0.0178919384046008,0
0.0307133573492334,0.0192346895859828,0.0735927267782218,0.0249449082459489,0.00239401496259352,0.00933283378188584,0.0104921960468267,2.19180067611737,0.0209602073195939,0.00746208522246153,0.114368456226331
0.0644171759421216,0.0685193936973213,0.0191940512675728,0.0253411472700877,0.00107626378415425,0.00872459240039656,0.0163799846770649,0.0194752510580618,0.103264000358295,0.0477425572712836,0.154039127585884
0.199880708190604,0.0618912374939861,0.0460895089378988,0.0572256725613663,0.00021525275683085,0.0125302960123361,0.412847694034408,0.796716012828664,7.67062874549751,0.0367172611407747,0.0208909370199693
0.116420221376422,0.0525046833310339,0.0246757139789288,0.0135638764530767,4.30505513661701e-05,0.0333807828068526,0.0509526971633857,0.0228034988905726,0.0454054657125518,0.00500396286355966,0
0.143385059608113,0.0472000916372087,0.0492817246139727,0.0285235759254151,0.00200361023403255,0.0352214582899667,0.0919133112872243,0.0453315311961733,0.0346607896715595,0.0619023044711419,0
0.189771715408145,0.0318749259112483,0.013314225661339,0.0300237151852545,0.0104747301159137,0.0511636229288569,0.0133968203590467,0.0510175508580228,0.165367528783564,0.0519256842643042,0
0.131241198681575,0.0699117805476429,0.0222048581280339,0.0503149172479887,0.216225613378276,0.0659483829851377,0.0227024013288339,0.11373691418348,0.0676698586554171,0.00268742613999799,0
0.125209611497676,0.250556245866111,0.0721646518089945,0.0564471567702512,0.00533548065071688,0.481485046745331,0.0350882515007638,0.0937459980435405,0.0213358705880081,0.0616590828805359,0
0.102985056974656,0.201217066456664,0.0720004484387428,0.0297204545839379,0.0271611008883934,0.625183678912488,0.0460877489565435,0.139105840959243,0.0858549483982047,0.0212848844020967,1.32134201624519e-32
0.0255564107090189,0.519896478508392,0.0204594012570667,0.0383151944690132,0.020837826631272,1.08221593260695,0.0374668888293362,0.0121276544764882,0.041308818799229,0.0154829786817935,0
0.0611564871758073,0.125146745812349,0.0640701413204016,0.0262470609704056,0.00567557752167376,0.402162002270428,0.0184729945426463,0.0632945386684892,0.249957326887691,0.00741238172381958,0
0.0549613258120633,0.123203734351412,0.0192339130964474,0.0293362139786733,0.01050134708998,0.287154464364568,0.0237994563007951,0.0617712861337083,0.209709259248067,0.00843637787452621,0
0.0943066201459656,0.109585246220438,0.0982536371642724,0.0197765189090899,0.00196619094980045,0.285286307306688,0.0459367635678379,0.223188035326585,0.0107829868956076,0.00616017255100222,0
0.0741426834619878,0.235631961043924,0.0892678924854511,0.00771540115605923,0.206976997031792,0.202027803946321,0.0280606541544387,0.512189837593347,0.0364240908684214,0.0214739689464852,0
0.094876482796874,0.269227685502551,1.34232377807761,0.0224389624544913,0.0149718095711792,0.113252119740939,0.03451828189421,0.257293247981052,0.736254438957964,0.0867524988500682,0
0.319929176998985,0.234290906563642,0.173639174972598,0.0196735329462701,0.0124707217412757,0.0538091444881206,0.0138032911520176,0.144841248434902,0.23850451655251,0.0732148967446303,0
0.22216597921595,0.0160360800741186,0.0477904359171145,0.0337430296759098,0.0172412609102225,0.160524329540004,0.0620936627783298,0.121562440943271,0.172939157730258,0.0305784730873863,0
0.414944917695169,0.0539723181984947,0.0498167069538639,0.0732639889294113,0.0027411234313922,0.166330471337844,0.0052945636951532,0.0709455500437778,0.145113784896692,0.0644581731354803,0
0.0574520497997588,0.00869668023454835,0.0478102349741854,0.207776752652614,0.201725287485419,0.177985318258513,0.209477222375222,0.0795205142672644,0.161155296766509,0.0791383040423917,1.32134201624519e-32
0.0601579862924862,0.0186927972081999,0.0302820462050338,0.0227712988017039,0.20691093142568,0.060733076611941,0.0456048704502242,0.0667209414187006,0.110839073818659,0.0339068112164606,0.0286800681684083
0.0170570285744113,0.0543567782678072,0.0767992403412858,0.00763868249152289,0.00976701519668961,0.0273836174465428,0.0268385067837838,0.0307833739515969,0.0956893556938937,0.00934155092934465,0.151771584290063
