node_1,node_2,node_3,node_4,node_5
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
0.771779326771846,0.493314466688708,0.00471755145204948,0,0.387717377758421
